stock_id,symbol,company_name
1250,INE887E01022,NGL Fine-Chem Limited
1251,INE410P01011,Narayana Hrudayalaya Ltd.
1252,INE848E01016,NHPC Limited
1253,INE470Y01017,The New India Assurance Company Limited
1254,INE047O01014,NRB Industrial Bearings Limited
1255,INE161A01038,NIIT Limited
1256,INE342G01023,NIIT Learning Systems Limited
1257,INE937C01029,Nila Infrastructures Limited
1258,INE00S901012,Nila Spaces Limited
1259,INE310A01015,Nilkamal Limited
1260,INE395U01014,NINtec Systems Limited
1261,INE567A01028,Indo-National Limited
1262,INE368I01016,Niraj Cement Structurals Limited
1263,INE326T01011,Niraj Ispat Industries Limited
1264,INE858F01012,Nitco Limited
1265,INE229H01012,Nitin Spinners Limited
1266,INE439T01012,Nitiraj Engineers Limited
1267,INE542C01019,NK Industries Limited
1268,INE589A01014,NLC India Limited
1269,INE584A01023,NMDC Limited
1270,INE163A01018,NOCIL Limited
1271,INE781B01015,Noida Toll Bridge Company Limited
1272,INE369C01017,Norben Tea & Exports Limited
1273,INE850M01015,Northern Arc Capital Limited
1274,INE02H701025,Nova Agritech Limited
1275,INE740D01017,N R Agarwal Industries Limited
1276,INE349A01021,NRB Bearing Limited
1277,INE0JM501013,Nupur Recyclers Limited
1278,INE023A01030,Nalwa Sons Investments Limited
1279,INE0NNS01018,NMDC Steel Limited
1280,INE333I01036,Neueon Towers Limited
1281,INE733E01010,NTPC Limited
1282,INE096B01018,Nucleus Software Exports Limited
1283,INE0DSF01015,Nureca Limited
1284,INE531F01015,Nuvama Wealth Management Limited
1285,INE118D01016,Nuvoco Vistas Corporation Limited
1286,INE388Y01029,FSN E-Commerce Ventures Limited
1287,INE959C01023,Oriental Aromatics Limited
1288,INE426Z01016,Orissa Bengal Carrier Limited
1289,INE093I01010,Oberoi Realty Limited
1290,INE321D01016,Oriental Carbon & Chemicals Limited
1291,INE881D01027,Oracle Financial Services Software Limited
1292,INE274J01014,Oil India Limited
1293,INE591A01010,Oil Country Tubular Limited
1294,INE0LXG01040,Ola Electric Mobility Limited
1295,INE260D01016,Olectra Greentech Limited
1296,INE090B01011,Omax Autos Limited
1297,INE800H01010,Omaxe Limited
1298,INE239D01028,OM INFRA LIMITED
1299,INE474L01016,Omkar Speciality Chemicals Limited
1300,INE912L01015,Onelife Capital Advisors Limited
1301,INE840Y01029,One Point One Solutions Limited
1302,INE213A01029,Oil & Natural Gas Corporation Limited
1303,INE809I01019,OnMobile Global Limited
1304,INE229A01017,Onward Technologies Limited
1305,INE350C01017,Optiemus Infracom Limited
1306,INE231G01010,Orbit Exports Limited
1307,INE191A01027,Orchid Pharma Limited
1308,INE730A01022,Oricon Enterprises Limited
1309,INE998H01012,Oriental Trimex Limited
1310,INE607D01018,Orient Bell Limited
1311,INE876N01018,Orient Cement Limited
1312,INE569C01020,ORIENT CERATECH LIMITED
1313,INE142Z01019,Orient Electric Limited
1314,INE750A01020,Oriental Hotels Limited
1315,INE609C01024,Orient Press Limited
1316,INE592A01026,Orient Paper & Industries Limited
1317,INE0PPK01015,Orient Technologies Limited
1318,INE725E01024,The Orissa Minerals Development Company Limited
1319,INE849L01019,Ortel Communications Limited
1320,INE749B01020,ORTIN GLOBAL LIMITED
1321,INE06IR01021,Osia Hyper Retail Limited
1322,INE142A01012,Oswal Agro Mills Limited
1323,INE143A01010,Oswal Greentech Limited
1324,INE00IK01029,ShreeOswal Seeds And Chemicals Limited
1325,INE761H01022,Page Industries Limited
1326,INE420C01059,Paisalo Digital Limited
1327,INE551D01018,PAKKA LIMITED
1328,INE471W01019,Palash Securities Limited
1329,INE218G01033,Palred Technologies Limited
1330,INE922B01023,Panacea Biotec Limited
1331,INE895W01019,Panache Digilife Limited
1332,INE305C01029,Panama Petrochem Limited
1333,INE697V01011,Pansari Developers Limited
1334,INE04LG01015,Par Drugs And Chemicals Limited
1335,INE074B01023,Paramount Communications Limited
1336,INE088F01024,Paradeep Phosphates Limited
1337,INE883N01014,Parag Milk Foods Limited
1338,INE045601015,Paras Defence and Space Technologies Limited
1339,INE162C01024,Paras Petrofils Limited
1340,INE988S01028,Apeejay Surrendra Park Hotels Limited
1341,INE561H01026,Parsvnath Developers Limited
1342,INE818B01023,Pasupati Acrylon Limited
1343,INE619A01035,Patanjali Foods Limited
1344,INE244B01030,Patel Engineering Limited
1345,INE529D01014,Patel Integrated Logistics Limited
1346,INE07S101020,Pavna Industries Limited
1347,INE982J01020,One 97 Communications Limited
1348,INE602A01031,PCBL LIMITED
1349,INE785M01013,PC Jeweller Limited
1350,INE865T01018,Pudumjee Paper Products Limited
1351,INE111Q01021,PDS Limited
1352,INE844A01013,Pearl Polymers Limited
1353,INE140A01024,Piramal Enterprises Limited
1354,INE932A01024,Pennar Industries Limited
1355,INE138A01028,Peninsula Land Limited
1356,INE262H01021,Persistent Systems Limited
1357,INE347G01014,Petronet LNG Limited
1358,INE134E01011,Power Finance Corporation Limited
1359,INE182A01018,Pfizer Limited
1360,INE367G01038,Prime Focus Limited
1361,INE560K01014,PTC India Financial Services Limited
1362,INE457L01029,PG Electroplast Limited
1363,INE179A01014,Procter & Gamble Hygiene and Health Care Limited
1364,INE199A01012,Procter & Gamble Health Limited
1365,INE940H01022,Pearl Global Industries Limited
1366,INE211B01039,The Phoenix Mills Limited
1367,INE318A01026,Pidilite Industries Limited
1368,INE557Z01018,Power & Instrumentation (Gujarat) Limited
1369,INE603J01030,PI Industries Limited
1370,INE417C01014,Pilani Investment and Industries Corporation Limited
1371,INE600A01035,PIL ITALICA LIFESTYLE LIMITED
1372,INE156C01018,Pioneer Embroideries Limited
1373,INE450D01021,Pitti Engineering Limited
1374,INE751B01018,Pix Transmissions Limited
1375,INE431F01018,The Peria Karamalai Tea & Produce Company Limited
1376,INE083C01022,Plastiblends India Limited
1377,INE0PT501018,Platinum Industries Limited
1378,INE0INJ01017,Plaza Wires Limited
1379,INE160A01022,Punjab National Bank
1380,INE859A01011,PNB Gilts Limited
1381,INE572E01012,PNB Housing Finance Limited
1382,INE392B01011,Pritish Nandy Communications Limited
1383,INE195J01029,PNC Infratech Limited
1384,INE953R01016,P N Gadgil Jewellers Limited
1385,INE063E01046,Pondy Oxides & Chemicals Limited
1386,INE888B01018,Poddar Housing and Development Limited
1387,INE371C01013,Poddar Pigments Limited
1388,INE637C01025,Pokarna Limited
1389,INE417T01026,PB Fintech Limited
1390,INE455K01017,Polycab India Limited
1391,INE205C01021,Poly Medicure Limited
1392,INE633B01018,Polyplex Corporation Limited
1393,INE838E01017,Ponni Sugars (Erode) Limited
1394,INE511C01022,Poonawalla Fincorp Limited
1395,INE752E01010,Power Grid Corporation of India Limited
1396,INE07Y701011,Hitachi Energy India Limited
1397,INE211R01019,Power Mech Projects Limited
1398,INE095I01015,PPAP Automotive Limited
1399,INE050001010,Prakash Pipes Limited
1400,INE0DK501011,Piramal Pharma Limited
1401,INE505C01016,Prajay Engineers Syndicate Limited
1402,INE074A01025,Praj Industries Limited
1403,INE603A01013,Prakash Industries Limited
1404,INE696K01024,Prakash Steelage Limited
1405,INE546Y01022,Praxis Home Retail Limited
1406,INE484I01029,Precision Camshafts Limited
1407,INE283A01014,Precot Limited
1408,INE372C01037,Precision Wires India Limited
1409,INE863B01029,Premier Explosives Limited
1410,INE342A01018,Premier Limited
1411,INE0BS701011,Premier Energies Limited
1412,INE309M01012,Premier Polyfilm Limited
1413,INE811K01011,Prestige Estates Projects Limited
1414,INE726V01018,Pricol Limited
1415,INE032B01021,Prime Securities Limited
1416,INE689W01016,Prince Pipes And Fittings Limited
1417,INE974Z01015,Priti International Limited
1418,INE583R01029,Pritika Auto Industries Limited
1419,INE959A01019,Privi Speciality Chemicals Limited
1420,INE195N01013,Prozone Realty Limited
1421,INE010A01011,Prism Johnson Limited
1422,INE00F201020,Prudent Corporate Advisory Services Limited
1423,INE024D01016,Prudential Sugar Corporation Limited
1424,INE608A01012,Punjab & Sind Bank
1425,INE488V01015,PSP Projects Limited
1426,INE877F01012,PTC India Limited
1427,INE596F01018,PTC Industries Limited
1428,INE034D01049,PTL Enterprises Limited
1429,INE277B01014,Punjab Chemicals & Crop Protection Limited
1430,INE323I01011,Puravankara Limited
1431,INE362A01016,PVP Ventures Limited
1432,INE191H01014,PVR INOX Limited
1433,INE772T01024,Popular Vehicles and Services Limited
1434,INE0MIS01010,Pyramid Technoplast Limited
1435,INE615P01015,Quess Corp Limited
1436,INE306L01010,Quick Heal Technologies Limited
1437,INE033B01011,Quintegra Solutions Limited
1438,INE084Q01012,Race Eco Chain Limited
1439,INE874F01027,Radaan Mediaworks India Limited
1440,INE583V01021,Radhika Jeweltech Limited
1441,INE855R01021,Radiant Cash Management Services Limited
1442,INE944F01028,Radico Khaitan Limited
1443,INE919I01024,Music Broadcast Limited
1444,INE0DD101019,Railtel Corporation Of India Limited
1445,INE855B01025,Rain Industries Limited
1446,INE961O01016,Rainbow Childrens Medicare Limited
1447,INE343B01030,Rajesh Exports Limited
1448,INE00KV01022,Rajnandini Metal Limited
1449,INE451D01029,Rajratan Global Wire Limited
1450,INE533D01032,Raj Rayon Industries Limited
1451,INE562B01019,Rajshree Sugars & Chemicals Limited
1452,INE952H01027,Raj Television Network Limited
1453,INE011H01014,Rajvir Industries Limited
1454,INE613A01020,Rallis India Limited
1455,INE278B01020,Shree Rama Newsprint Limited
1456,INE809A01024,Rama Phosphates Limited
1457,INE230R01035,Rama Steel Tubes Limited
1458,INE331A01037,The Ramco Cements Limited
1459,INE614A01028,Ramco Industries Limited
1460,INE246B01019,Ramco Systems Limited
1461,INE874I01013,Ramky Infrastructure Limited
1462,INE207E01023,Ram Ratna Wires Limited
1463,INE625B01014,Rana Sugars Limited
1464,INE222J01013,Rane Engine Valve Limited
1465,INE384A01010,Rane Holdings Limited
1466,INE0CLI01024,Rategain Travel Technologies Limited
1467,INE703B01027,Ratnamani Metals & Tubes Limited
1468,INE05CZ01011,Ratnaveer Precision Engineering Limited
1469,INE301A01014,Raymond Limited
1470,INE02ID01020,Raymond Lifestyle Limited
1471,INE07T201019,Restaurant Brands Asia Limited
1472,INE244J01017,Rane Brake Lining Limited
1473,INE976G01028,RBL Bank Limited
1474,INE0PEQ01016,RBZ Jewellers Limited
1475,INE027A01015,Rashtriya Chemicals and Fertilizers Limited
1476,INE330H01018,Reliance Communications Limited
1477,INE020B01018,REC Limited
1478,INE891D01026,Redington Limited
1479,INE0LXT01019,Redtape Limited
1480,INE056I01025,Refex Industries Limited
1481,INE277C01012,Regency Ceramics Limited
1482,INE131B01039,Relaxo Footwears Limited
1483,INE750D01016,Reliance Chemotex Industries Limited
1484,INE375Y01018,Reliable Data Services Limited
1485,INE002A01018,Reliance Industries Limited
1486,INE621H01010,Religare Enterprises Limited
1487,INE036A01016,Reliance Infrastructure Limited
1488,INE206N01018,Ravindra Energy Limited
1489,INE474C01023,Remsons Industries Limited
1490,INE087H01022,Shree Renuka Sugars Limited
1491,INE612J01015,Repco Home Finance Limited
1492,INE364Z01019,Rudrabhishek Enterprises Limited
1493,INE461B01014,Repro India Limited
1494,INE688D01026,Responsive Industries Limited
1495,INE03DD01011,JHS Svendgaard Retail Ventures Limited
1496,INE0DAB01012,Revathi Equipment India Limited
1497,INE722H01024,Renaissance Global Limited
1498,INE217K01011,Reliance Home Finance Limited
1499,INE743M01012,RHI MAGNESITA INDIA LIMITED
1500,INE508K01013,Robust Hotels Limited
1501,INE209B01025,Rico Auto Industries Limited
1502,INE046A01015,Reliance Industrial Infrastructure Limited
1503,INE0N2P01017,Rishabh Instruments Limited
1504,INE01EG01016,Ritco Logistics Limited
1505,INE320J01015,RITES Limited
1506,INE722J01012,Ravi Kumar Distilleries Limited
1507,INE786W01010,RKEC Projects Limited
1508,INE399G01023,Ramkrishna Forgings Limited
1509,INE0NQ801033,R K Swamy Limited
1510,INE050H01012,Rane (Madras) Limited
1511,INE283H01019,Royal Orchid Hotels Limited
1512,INE645S01016,Rolex Rings Limited
1513,INE927A01040,Rollatainers Limited
1514,INE293A01013,Rolta India Limited
1515,INE294G01026,Raj Oil Mills Limited
1516,INE02A801020,Rossari Biotech Limited
1517,INE847C01020,Rossell India Limited
1518,INE535D01029,Roto Pumps Limited
1519,INE450U01017,ROUTE MOBILE LIMITED
1520,INE912T01018,Raghav Productivity Enhancers Limited
1521,INE105J01010,RPG Life Sciences Limited
1522,INE614G01033,Reliance Power Limited
1523,INE324L01013,R.P.P. Infra Projects Limited
1524,INE760W01023,Rajshree Polypack Limited
1525,INE425Y01011,RPSG VENTURES LIMITED
1526,INE0J1F01024,Rashi Peripherals Limited
1527,INE777K01022,R R Kabel Limited
1528,INE165B01029,R. S. Software (India) Limited
1529,INE611A01016,RSWM Limited
1530,INE411H01032,R Systems International Limited
1531,INE834M01019,RattanIndia Enterprises Limited
1532,INE399K01017,RattanIndia Power Limited
1533,INE642C01025,Rubfila International Limited
1534,INE301D01026,The Ruby Mills Limited
1535,INE413B01023,Ruchi Infrastructure Limited
1536,INE803H01014,Ruchira Papers Limited
1537,INE895B01021,Rupa & Company Limited
1538,INE573K01025,Rushil Decor Limited
1539,INE263M01029,Keystone Realtors Limited
1540,INE09E501017,Ravinder Heights Limited
1541,INE415G01027,Rail Vikas Nigam Limited
1542,INE902B01017,S&S Power Switchgears Limited
1543,INE860T01019,Sab Events & Governance Now Media Limited
1544,INE416A01044,Sri Adhikari Brothers Television Network Limited
1545,INE226H01026,Sadbhav Engineering Limited
1546,INE764L01010,Sadbhav Infrastructure Project Limited
1547,INE888C01040,Sadhana Nitrochem Limited
1548,INE429E01023,Safari Industries (India) Limited
1549,INE976T01013,Sagardeep Alloys Limited
1550,INE229C01021,Sagar Cements Limited
1551,INE035801013,Sah Polymers Limited
1552,INE280H01015,Sahyadri Industries Limited
1553,INE114A01011,Steel Authority of India Limited
1554,INE732S01012,Sakar Healthcare Limited
1555,INE623A01011,Sakthi Sugars Limited
1556,INE667G01023,Saksoft Limited
1557,INE190H01024,Sakuma Exports Limited
1558,INE170V01027,Salasar Techno Engineering Limited
1559,INE498E01010,Salona Cotspin Limited
1560,INE658G01014,S.A.L. Steel Limited
1561,INE457F01013,Salzer Electronics Limited
1562,INE699B01027,Sambhaav Media Limited
1563,INE08U801020,Samhi Hotels Limited
1564,INE148I01020,Sammaan Capital Limited
1565,INE735M01018,Sampann Utpadan India Limited
1566,INE782L01012,Sanco Industries Limited
1567,INE583B01015,The Sandesh Limited
1568,INE278H01035,Sandhar Technologies Limited
1569,INE149K01016,Sandur Manganese & Iron Ores Limited
1570,INE495C01010,Sangam (India) Limited
1571,INE999B01013,Sanghi Industries Limited
1572,INE989A01032,Sanghvi Movers Limited
1573,INE753W01010,Sanginita Chemicals Limited
1574,INE058A01010,Sanofi India Limited
1575,INE0UOS01011,Sanofi Consumer Healthcare India Limited
1576,INE953O01021,Sansera Engineering Limited
1577,INE08NE01025,Sanstar Limited
1578,INE890C01046,Sanwaria Consumer Limited
1579,INE806T01020,Sapphire Foods India Limited
1580,INE385C01021,Sarda Energy & Minerals Limited
1581,INE979A01025,Saregama India Limited
1582,INE453D01025,Sarla Performance Fibers Limited
1583,INE324X01026,Sarveshwar Foods Limited
1584,INE231F01020,Sasken Technologies Limited
1585,INE019J01013,Sastasundar Ventures Limited
1586,INE170E01023,Satia Industries Limited
1587,INE836B01017,Satin Creditcare Network Limited
1588,INE065D01027,Sat Industries Limited
1589,INE626A01014,Saurashtra Cement Limited
1590,INE04AK01028,SBC Exports Limited
1591,INE386D01027,Shivalik Bimetal Controls Limited
1592,INE423Y01016,SBFC Finance Limited
1593,INE05ST01028,Suratwwala Business Group Limited
1594,INE018E01016,SBI Cards and Payment Services Limited
1595,INE123W01016,SBI Life Insurance Company Limited
1596,INE062A01020,State Bank of India
1597,INE513A01022,Schaeffler India Limited
1598,INE807K01035,S Chand And Company Limited
1599,INE839M01018,Schneider Electric Infrastructure Limited
1600,INE109A01011,Shipping Corporation Of India Limited
1601,INE0PB301013,Shipping Corporation of India Land and Assets Limited
1602,INE501Y01019,Sheetal Cool Products Limited
1603,INE480C01038,Som Distilleries & Breweries Limited
1604,INE497B01018,Seamec Limited
1605,INE0BTM01013,SecMark Consultancy Limited
1606,INE195Y01010,SecUR Credentials Limited
1607,INE650K01021,SECUREKLOUD TECHNOLOGIES LIMITED
1608,INE955I01044,Sejal Glass Limited
1609,INE818A01017,Selan Exploration Technology Limited
1610,INE105I01020,SEL Manufacturing Company Limited
1611,INE617A01013,SEMAC CONSULTANTS LIMITED
1612,INE602W01019,Senco Gold Limited
1613,INE964H01014,SEPC Limited
1614,INE807F01027,Sequent Scientific Limited
1615,INE782X01033,Servotech Power Systems Limited
1616,INE630A01024,Seshasayee Paper and Boards Limited
1617,INE878E01021,Setco Automotive Limited
1618,INE023M01027,Setubandhan Infrastructure Limited
1619,INE573R01012,Seya Industries Limited
1620,INE916U01025,Sheela Foam Limited
1621,INE00QT01015,Synergy Green Industries Limited
1622,INE00QT20015,Synergy Green Ind Ltd-RE
1623,INE353H01010,STL Global Limited
1624,INE482J01021,Shah Metacorp Limited
1625,INE640C01011,Shah Alloys Limited
1626,INE151G01028,Shaily Engineering Plastics Limited
1627,INE908D01010,Shakti Pumps (India) Limited
1628,INE597J01018,Shalby Limited
1629,INE849C01026,Shalimar Paints Limited
1630,INE274V01019,Shankara Building Products Limited
1631,INE933X01016,Shanti Overseas (India) Limited
1632,INE631A01022,Shanthi Gears Limited
1633,INE221J01015,Sharda Cropchem Limited
1634,INE597I01028,Sharda Motor Industries Limited
1635,INE932X01026,Share India Securities Limited
1636,INE268L01046,Shekhawati Industries Limited
1637,INE363M01019,Shemaroo Entertainment Limited
1638,INE790G01031,Shilpa Medicare Limited
1639,INE788J01021,Shivalik Rasayan Limited
1640,INE637H01024,Shivam Autotech Limited
1641,INE644Y01017,Shiva Mills Limited
1642,INE705C01020,Shiva Texyarn Limited
1643,INE500L01026,S H Kelkar and Company Limited
1644,INE498B01024,Shoppers Stop Limited
1645,INE715Y01023,Shradha Infraprojects Limited
1646,INE232A01011,Shree Digvijay Cement Co.Ltd
1647,INE070A01015,SHREE CEMENT LIMITED
1648,INE712K01011,Shree Pushkar Chemicals & Fertilisers Limited
1649,INE879A01019,Shree Rama Multi-Tech Limited
1650,INE632X01030,Shrenik Limited
1651,INE231C01019,Shreyans Industries Limited
1652,INE757B01015,Shreyas Shipping & Logistics Limited
1653,INE526E01018,Shriram Pistons & Rings Limited
1654,INE721A01013,Shriram Finance Limited
1655,INE217L01019,Shriram Properties Limited
1656,INE979R01011,Shyam Century Ferrous Limited
1657,INE810G01011,Shyam Metalics and Energy Limited
1658,INE635A01023,Shyam Telecom Limited
1659,INE075B01020,Sical Logistics Limited
1660,INE003A01024,Siemens Limited
1661,INE0D0K01022,Sigachi Industries Limited
1662,INE529F01035,Signet Industries Limited
1663,INE0A0S01010,Sigma Solve Limited
1664,INE903U01023,Signatureglobal (India) Limited
1665,INE0KGZ01021,Signpost India Limited
1666,INE112X01017,Sikko Industries Limited
1667,INE173A01025,Standard Industries Limited
1668,INE01II01013,Silgo Retail Limited
1669,INE923A01015,SIL Investments Limited
1670,INE203Y01012,Silly Monks Entertainment Limited
1671,INE625X01018,Silver Touch Technologies Limited
1672,INE748T01016,Simbhaoli Sugars Limited
1673,INE059B01024,Simplex Infrastructures Limited
1674,INE985A01022,Sinclairs Hotels Limited
1675,INE325D01025,Sindhu Trade Links Limited
1676,INE129Z01016,Sintercom India Limited
1677,INE792Z01011,Sirca Paints India Limited
1678,INE285J01028,SIS LIMITED
1679,INE965H01011,Siti Networks Limited
1680,INE076B01028,Siyaram Silk Mills Limited
1681,INE284S01014,S.J.S. Enterprises Limited
1682,INE002L01015,SJVN Limited
1683,INE640A01023,SKF India Limited
1684,INE429F01012,SKIL Infrastructure Limited
1685,INE439E01022,Skipper Limited
1686,INE411D01015,SKM Egg Products Export (India) Limited
1687,INE01IU01018,Sky Gold Limited
1688,INE178C01020,Smartlink Holdings Limited
1689,INE103C01036,SMC Global Securities Limited
1690,INE294B01019,SML Isuzu Limited
1691,INE017W01010,Sarthak Metals Limited
1692,INE320X01016,SMS Lifesciences India Limited
1693,INE812G01025,SMS Pharmaceuticals Limited
1694,INE734N01019,Snowman Logistics Limited
1695,INE671H01015,Sobha Limited
1696,INE728Z01015,Softtech Engineers Limited
1697,INE624Z01016,Solara Active Pharma Sciences Limited
1698,INE343H01029,Solar Industries India Limited
1699,INE355A01028,Somany Ceramics Limited
1700,INE314C01013,Soma Textiles & Industries Limited
1701,INE323J01019,Somi Conveyor Beltings Limited
1702,INE073K01018,Sona BLW Precision Forgings Limited
1703,INE00LM01029,SONAM LIMITED
1704,INE269A01021,Sonata Software Limited
1705,INE035D01020,Savita Oil Technologies Limited
1706,INE683A01023,The South Indian Bank Limited
1707,INE980Y01015,South West Pinnacle Exploration Limited
1708,INE212I01016,S. P. Apparels Limited
1709,INE572J01011,Spandana Sphoorty Financial Limited
1710,INE232I01014,Sun Pharma Advanced Research Company Limited
1711,INE970N01027,Spacenet Enterprises India Limited
1712,INE247M01014,Speciality Restaurants Limited
1713,INE020801028,Spencer's Retail Limited
1714,INE147A01011,Southern Petrochemicals Industries Corporation  Limited
1715,INE978G01016,SPL Industries Limited
1716,INE663A01033,Supreme Petrochem Limited
1717,INE937A01023,SPML Infra Limited
1718,INE885H01029,Sportking India Limited
1719,INE099F01013,Sreeleathers Limited
1720,INE647A01010,SRF Limited
1721,INE559N01010,SRG Housing Finance Limited
1722,INE917H01012,Sree Rayalaseema Hi-Strength Hypo Limited
1723,INE0R6Z01013,SRM Contractors Limited
1724,INE008Z01020,Shree Ram Proteins Limited
1725,INE0PQ101010,Saraswati Saree Depot Limited
1726,INE802C01033,Steel Strips Wheels Limited
1727,INE01A001028,Stanley Lifestyles Limited
1728,INE939A01011,Strides Pharma Science Limited
1729,INE460H01021,Star Cement Limited
1730,INE575P01011,Star Health and Allied Insurance Company Limited
1731,INE733A01018,Star Paper Mills Limited
1732,INE992I01013,Starteck Finance Limited
1733,INE655A01013,The State Trading Corporation of India Limited
1734,INE124E01020,Steelcast Limited
1735,INE395H01011,Steel City Securities Limited
1736,INE503B01021,STEEL EXCHANGE INDIA LIMITED
1737,INE577L01016,Stel Holdings Limited
1738,INE334A01023,Sterling Tools Limited
1739,INE089C01029,Sterlite Technologies Limited
1740,INE00IN01015,Stove Kraft Limited
1741,INE239C01020,Stylam Industries Limited
1742,INE01FR01028,Baazar Style Retail Limited
1743,INE189B01011,Styrenix Performance Materials Limited
1744,INE754A01055,Subex Limited
1745,INE287B01021,Subros Limited
1746,INE659A01023,Sudarshan Chemical Industries Limited
1747,INE450E01011,Sukhjit Starch & Chemicals Limited
1748,INE142Q01026,Sula Vineyards Limited
1749,INE235C01010,Sumeet Industries Limited
1750,INE258G01013,Sumitomo Chemical India Limited
1751,INE748Z01013,Sumit Woods Limited
1752,INE519C01017,Summit Securities Limited
1753,INE0Q3R01026,Sundaram Clayton Limited
1754,INE108E01023,Sundaram Multi Pap Limited
1755,INE660A01013,Sundaram Finance Limited
1756,INE202Z01029,Sundaram Finance Holdings Limited
1757,INE073D01013,Sundaram Brake Linings Limited
1758,INE387A01021,Sundram Fasteners Limited
1759,INE947A01014,Sunflag Iron And Steel Company Limited
1760,INE044A01036,Sun Pharmaceutical Industries Limited
1761,INE805D01034,Sunteck Realty Limited
1762,INE424H01027,Sun TV Network Limited
1763,INE712B01010,Superhouse Limited
1764,INE662A01027,Super Spinning Mills Limited
1765,INE399C01030,Suprajit Engineering Limited
1766,INE319Z01021,Supreme Engineering Limited
1767,INE195A01028,Supreme Industries Limited
1768,INE550H01011,Supreme Infrastructure India Limited
1769,INE07RO01027,Supriya Lifescience Limited
1770,INE843S01025,Suraj Estate Developers Limited
1771,INE713C01016,Suraj Limited
1772,INE272L01022,Surana Solar Limited
1773,INE130B01031,Surana Telecom and Power Limited
1774,INE713B01026,Suryalakshmi Cotton Mills Limited
1775,INE335A01020,Surya Roshni Limited
1776,INE428Q01011,Suryoday Small Finance Bank Limited
1777,INE645H01027,Sutlej Textiles and Industries Limited
1778,INE591Q01016,Suumaya Industries Limited
1779,INE495B01038,Suven Life Sciences Limited
1780,INE03QK01018,Suven Pharmaceuticals Limited
1781,INE018401013,Suvidhaa Infoserve Limited
1782,INE442P01014,Suyog Telematics Limited
1783,INE040H01021,Suzlon Energy Limited
1784,INE00CE01017,Shree Vasu Logistics Limited
1785,INE308E01029,SVP GLOBAL TEXTILES LIMITED
1786,INE665A01038,Swan Energy Limited
1787,INE277A01016,Swaraj Engines Limited
1788,INE409B01013,Swelect Energy Systems Limited
1789,INE00M201021,Sterling and Wilson Renewable Energy Limited
1790,INE225D01027,Symphony Limited
1791,INE312C01025,Syncom Formulations (India) Limited
1792,INE398R01022,Syngene International Limited
1793,INE0DYJ01015,Syrma SGS Technology Limited
1794,INE123C01018,Tainwala Chemical and Plastic (I) Limited
1795,INE586B01026,Taj GVK Hotels & Resorts Limited
1796,INE142I01023,Take Solutions Limited
1797,INE187D01029,Talbros Automotive Components Limited
1798,INE483C01032,Tanla Platforms Limited
1799,INE555Z01012,Tara Chand InfraLogistic Solutions Limited
1800,INE747K01017,Tarapur Transformers Limited
1801,INE0EK901012,Anant Raj Global Limited
1802,INE763I01026,Transformers And Rectifiers (India) Limited
1803,INE924H01018,Tarmat Limited
1804,INE144Z01023,Tarsons Products Limited
1805,INE488B01017,Tasty Bite Eatables Limited
1806,INE092A01019,Tata Chemicals Limited
1807,INE151A01013,Tata Communications Limited
1808,INE192A01025,TATA CONSUMER PRODUCTS LIMITED
1809,INE670A01012,Tata Elxsi Limited
1810,INE672A01018,Tata Investment Corporation Limited
1811,INE155A01022,Tata Motors Limited
1812,INE245A01021,Tata Power Company Limited
1813,INE081A01020,Tata Steel Limited
1814,INE142M01025,Tata Technologies Limited
1815,INE0GK401011,Tatva Chintan Pharma Chem Limited
1816,INE673O01025,TBO Tek Limited
1817,INE760L01018,Tribhovandas Bhimji Zaveri Limited
1818,INE688A01022,Transport Corporation of India Limited
1819,INE586V01016,TCI Express Limited
1820,INE911B01018,TCI Finance Limited
1821,INE388G01026,Tantia Constructions Limited
1822,INE822C01015,TCPL Packaging Limited
1823,INE467B01029,Tata Consultancy Services Limited
1824,INE419M01027,TD Power Systems Limited
1825,INE985S01024,Teamlease Services Limited
1826,INE778A01021,Techindia Nirman Limited
1827,INE669C01036,Tech Mahindra Limited
1828,INE285K01026,Techno Electric & Engineering Company Limited
1829,INE014B01011,TECIL Chemicals and Hydro Power Limited
1830,INE011K01018,Tega Industries Limited
1831,INE010J01012,Tejas Networks Limited
1832,INE869Y01010,Tembo Global Industries Limited
1833,INE482B01010,Tera Software Limited
1834,INE435C01024,Texmaco Infrastructure & Holdings Limited
1835,INE141K01013,Texmo Pipes and Products Limited
1836,INE621L01012,Texmaco Rail & Engineering Limited
1837,INE305A01015,Tourism Finance Corporation of India Limited
1838,INE804H01012,Transwarranty Finance Limited
1839,INE797H01018,TGB Banquets And Hotels Limited
1840,INE085J01014,Thangamayil Jewellery Limited
1841,INE924D01017,The Investment Trust Of India Limited
1842,INE121N01019,Thejo Engineering Limited
1843,INE083B01024,Themis Medicare Limited
1844,INE152A01029,Thermax Limited
1845,INE332A01027,Thomas Cook  (India)  Limited
1846,INE480M01011,Thomas Scott (India) Limited
1847,INE594H01019,Thyrocare Technologies Limited
1848,INE133E01013,Tilaknagar Industries Limited
1849,INE484C01030,Tide Water Oil Company (India) Limited
1850,INE545H01011,Technocraft Industries (India) Limited
1851,INE974X01010,Tube Investments of India Limited
1852,INE440L01017,Tijaria Polypipes Limited
1853,INE806C01018,TIL Limited
1854,INE289C01025,Times Guaranty Limited
